Model,Attribution Technique,task_type,del(AttAUROC)
mpnn,Random,logic7,-0.05158730158730157
mpnn,Random,logic7,-0.22703818369453044
mpnn,Random,logic7,-0.01651186790505671
mpnn,Random,logic7,-0.17440660474716196
mpnn,Random,logic7,-0.3147574819401444
mpnn,Random,logic7,-0.03405572755417957
mpnn,Random,logic7,-0.03405572755417957
mpnn,Random,logic7,0.009803921568627472
mpnn,Random,logic7,0.139433551198257
mpnn,Random,logic7,-0.06914344685242518
mpnn,Random,logic7,-0.12177502579979355
mpnn,Random,logic7,0.18181818181818174
mpnn,Random,logic7,0.25874125874125875
mpnn,Random,logic7,0.4125874125874126
mpnn,Random,logic7,0.38694638694638694
mpnn,Random,logic7,0.2843822843822843
mpnn,Random,logic7,0.13053613053613053
mpnn,Random,logic7,0.193939393939394
mpnn,Random,logic7,0.0536130536130536
mpnn,Random,logic7,0.015151515151515138
mpnn,Random,logic7,0.4125874125874126
mpnn,Random,logic7,-0.19444444444444442
mpnn,Random,logic7,-0.005847953216374269
mpnn,Random,logic7,-0.005847953216374269
mpnn,Random,logic7,0.13888888888888884
mpnn,Random,logic7,-0.005847953216374213
mpnn,Random,logic7,0.022222222222222254
mpnn,Random,logic7,-0.2277777777777778
mpnn,Random,logic7,-0.24444444444444444
mpnn,Random,logic7,0.08187134502923987
mpnn,Random,logic7,-0.37777777777777777
mpnn,Random,logic7,0.12905452035886822
mpnn,Random,logic7,0.1725327812284333
mpnn,Random,logic7,0.11507936507936511
mpnn,Random,logic7,0.12905452035886816
mpnn,Random,logic7,-0.015873015873015872
mpnn,Random,logic7,0.10006901311249139
mpnn,Random,logic7,-0.015873015873015872
mpnn,Random,logic7,0.13564213564213567
mpnn,Random,logic7,0.12049062049062048
mpnn,Random,logic7,0.2568542568542569
mpnn,Random,logic7,-0.06766917293233082
mpnn,Random,logic7,0.12631578947368427
mpnn,Random,logic7,0.08947368421052632
mpnn,Random,logic7,0.17042606516290726
mpnn,Random,logic7,0.3609022556390977
mpnn,Random,logic7,0.12280701754385964
mpnn,Random,logic7,0.10693400167084377
mpnn,Random,logic7,0.10693400167084377
mpnn,Random,logic7,0.4061403508771929
mpnn,Random,logic7,0.17042606516290731
mpnn,Random,logic7,-0.14369256474519637
mpnn,Random,logic7,-0.0643274853801169
mpnn,Random,logic7,-0.19298245614035087
mpnn,Random,logic7,-0.09824561403508769
mpnn,Random,logic7,-0.191311612364244
mpnn,Random,logic7,0.07852965747702578
mpnn,Random,logic7,0.0785296574770259
mpnn,Random,logic7,-0.17543859649122806
mpnn,Random,logic7,-0.04845446950710114
mpnn,Random,logic7,-0.27067669172932335
mpnn,Random,logic7,0.17559523809523808
mpnn,Random,logic7,0.07142857142857145
mpnn,Random,logic7,0.19642857142857145
mpnn,Random,logic7,-0.22023809523809523
mpnn,Random,logic7,-0.24107142857142855
mpnn,Random,logic7,-0.028571428571428525
mpnn,Random,logic7,0.11309523809523808
mpnn,Random,logic7,-0.011904761904761918
mpnn,Random,logic7,-0.05079365079365078
mpnn,Random,logic7,0.13392857142857145
mpnn,Random,logic7,0.012698412698412709
mpnn,Random,logic7,0.1746031746031746
mpnn,Random,logic7,-0.12974465148378195
mpnn,Random,logic7,-0.08297258297258303
mpnn,Random,logic7,-0.24568668046928913
mpnn,Random,logic7,-0.013802622498274686
mpnn,Random,logic7,-0.04206349206349197
mpnn,Random,logic7,0.15945165945165957
mpnn,Random,logic7,0.08764665286404422
mpnn,Random,logic7,-0.08730158730158727
mpnn,Random,logic7,0.19145299145299152
mpnn,Random,logic7,0.19145299145299152
mpnn,Random,logic7,0.4120879120879122
mpnn,Random,logic7,0.3470085470085471
mpnn,Random,logic7,0.28034188034188035
mpnn,Random,logic7,0.1978021978021978
mpnn,Random,logic7,0.05769230769230768
mpnn,Random,logic7,0.3025641025641026
mpnn,Random,logic7,0.24542124542124547
mpnn,Random,logic7,0.347008547008547
mpnn,Random,logic7,-0.030092592592592782
mpnn,Random,logic7,-0.153186274509804
mpnn,Random,logic7,-0.3449074074074075
mpnn,Random,logic7,-0.34490740740740755
mpnn,Random,logic7,-0.05750000000000011
mpnn,Random,logic7,0.06249999999999989
mpnn,Random,logic7,-0.15972222222222232
mpnn,Random,logic7,-0.2893518518518519
mpnn,Random,logic7,-0.25122549019607854
mpnn,Random,logic7,-0.10416666666666674
mpnn,Random,logic7,-0.06142167011732236
mpnn,Random,logic7,-0.14837819185645285
mpnn,Random,logic7,-0.29206349206349214
mpnn,Random,logic7,0.051226551226551065
mpnn,Random,logic7,0.17046238785369217
mpnn,Random,logic7,-0.14920634920634923
mpnn,Random,logic7,0.04002760524499649
mpnn,Random,logic7,-0.11939268461007602
mpnn,Random,logic7,0.022222222222222143
mpnn,Random,logic7,-0.13388543823326443
mpnn,Random,logic7,0.03247863247863253
mpnn,Random,logic7,0.14358974358974363
mpnn,Random,logic7,0.1543040293040293
mpnn,Random,logic7,0.3435897435897437
mpnn,Random,logic7,-0.011965811965811923
mpnn,Random,logic7,0.1658119658119659
mpnn,Random,logic7,0.2547008547008547
mpnn,Random,logic7,-0.10085470085470083
mpnn,Random,logic7,0.14835164835164832
mpnn,Random,logic7,0.16581196581196578
mpnn,Random,logic7,0.39544513457556935
mpnn,Random,logic7,0.20703933747412
mpnn,Random,logic7,-0.16977225672877852
mpnn,Random,logic7,0.22153209109730848
mpnn,Random,logic7,0.12008281573498958
mpnn,Random,logic7,0.062111801242235976
mpnn,Random,logic7,0.1523809523809524
mpnn,Random,logic7,0.2505175983436853
mpnn,Random,logic7,0.26501035196687367
mpnn,Random,logic7,0.26501035196687367
mpnn,Random,logic7,-0.2727272727272729
mpnn,Random,logic7,-0.39393939393939403
mpnn,Random,logic7,-0.3650793650793651
mpnn,Random,logic7,-0.40909090909090917
mpnn,Random,logic7,-0.1515151515151516
mpnn,Random,logic7,-0.2575757575757577
mpnn,Random,logic7,-0.2727272727272728
mpnn,Random,logic7,-0.3484848484848486
mpnn,Random,logic7,-0.3866666666666667
mpnn,Random,logic7,-0.15666666666666673
mpnn,Random,logic7,-0.03258145363408527
mpnn,Random,logic7,-0.22305764411027573
mpnn,Random,logic7,0.09440267335004171
mpnn,Random,logic7,-0.00877192982456143
mpnn,Random,logic7,0.07456140350877183
mpnn,Random,logic7,0.030910609857978222
mpnn,Random,logic7,-0.17543859649122812
mpnn,Random,logic7,-0.01670843776106934
mpnn,Random,logic7,0.024561403508771895
mpnn,Random,logic7,0.007894736842105177
mpnn,Random,logic7,-0.014447884416924683
mpnn,Random,logic7,-0.13725490196078427
mpnn,Random,logic7,-0.049535603715170295
mpnn,Random,logic7,0.020639834881320984
mpnn,Random,logic7,0.09081527347781215
mpnn,Random,logic7,0.12590299277605776
mpnn,Random,logic7,-0.06707946336429305
mpnn,Random,logic7,0.17853457172342624
mpnn,Random,logic7,-0.18988648090815274
mpnn,Random,logic7,-0.03199174406604749
mpnn,Random,logic7,0.06192358366271414
mpnn,Random,logic7,0.2484848484848485
mpnn,Random,logic7,0.32279314888010535
mpnn,Random,logic7,0.11989459815546769
mpnn,Random,logic7,0.2714646464646464
mpnn,Random,logic7,0.2714646464646464
mpnn,Random,logic7,0.4242424242424243
mpnn,Random,logic7,0.17424242424242423
mpnn,Random,logic7,0.21212121212121213
mpnn,Random,logic7,0.28535353535353536
mpnn,Random,logic7,0.12727272727272726
mpnn,Random,logic7,0.0060606060606061
mpnn,Random,logic7,0.11212121212121212
mpnn,Random,logic7,0.15757575757575765
mpnn,Random,logic7,0.20303030303030306
mpnn,Random,logic7,-0.023333333333333317
mpnn,Random,logic7,0.00666666666666671
mpnn,Random,logic7,-0.024242424242424232
mpnn,Random,logic7,-0.08484848484848484
mpnn,Random,logic7,0.2636363636363636
mpnn,Random,logic7,0.1342592592592593
mpnn,Random,logic7,0.3458333333333333
mpnn,Random,logic7,0.26388888888888895
mpnn,Random,logic7,0.3935185185185186
mpnn,Random,logic7,0.22685185185185197
mpnn,Random,logic7,0.1985294117647059
mpnn,Random,logic7,0.1527777777777778
mpnn,Random,logic7,0.4338235294117647
mpnn,Random,logic7,0.2181372549019608
mpnn,Random,logic7,0.23774509803921562
mpnn,Random,logic7,0.30808080808080796
mpnn,Random,logic7,0.18308080808080818
mpnn,Random,logic7,0.07196969696969702
mpnn,Random,logic7,0.18484848484848482
mpnn,Random,logic7,0.058080808080808066
mpnn,Random,logic7,-0.18787878787878787
mpnn,Random,logic7,0.12752525252525249
mpnn,Random,logic7,0.012121212121212088
mpnn,Random,logic7,0.08585858585858586
mpnn,Random,logic7,0.11001317523056642
mpnn,Random,logic7,-0.09857978279030916
mpnn,Random,logic7,0.04427736006683369
mpnn,Random,logic7,0.0736842105263158
mpnn,Random,logic7,-0.1938178780284044
mpnn,Random,logic7,-0.09857978279030916
mpnn,Random,logic7,-0.08508771929824566
mpnn,Random,logic7,-0.03508771929824567
mpnn,Random,logic7,0.014912280701754321
mpnn,Random,logic7,-0.03508771929824561
mpnn,Random,logic7,-0.06683375104427741
mpnn,Random,logic7,0.012531328320802004
mpnn,Random,logic7,0.4252297410192148
mpnn,Random,logic7,-0.09857978279030905
mpnn,Random,logic7,-0.11445279866332497
mpnn,Random,logic7,0.031578947368421095
mpnn,Random,logic7,-0.0033416875522138123
mpnn,Random,logic7,-0.03508771929824561
mpnn,Random,logic7,0.01253132832080206
mpnn,Random,logic7,0.31411862990810363
mpnn,Random,logic7,0.10776942355889729
mpnn,Random,logic7,-0.10025062656641603
mpnn,Random,logic7,0.12197159565580618
mpnn,Random,logic7,-0.020885547201336674
mpnn,Random,logic7,-0.1637426900584795
mpnn,Random,logic7,-0.020885547201336674
mpnn,Random,logic7,-0.07017543859649122
mpnn,Random,logic7,0.07435254803675856
mpnn,Random,logic7,-0.036758563074352546
mpnn,Random,logic7,-0.06850459482038429
mpnn,Random,logic7,0.11929824561403513
mpnn,Random,logic7,0.05012531328320807
mpnn,Random,logic7,0.05012531328320796
mpnn,Random,logic7,-0.20384294068504588
mpnn,Random,logic7,-0.23558897243107768
mpnn,Random,logic7,0.11361737677527145
mpnn,Random,logic7,-0.0768588137009189
mpnn,Random,logic7,0.13881578947368428
mpnn,Random,logic7,-0.04511278195488716
mpnn,Random,logic7,-0.0768588137009189
mpnn,Random,logic7,-0.10860484544695065
mpnn,Random,logic7,0.1681818181818182
mpnn,Random,logic7,0.30454545454545445
mpnn,Random,logic7,0.1984848484848485
mpnn,Random,logic7,-0.046825396825396826
mpnn,Random,logic7,0.17333333333333334
mpnn,Random,logic7,0.09385964912280709
mpnn,Random,logic7,0.22878787878787876
mpnn,Random,logic7,0.22878787878787876
mpnn,Random,logic7,0.21363636363636362
mpnn,Random,logic7,0.15333333333333338
mpnn,Random,logic7,0.05179615705931495
mpnn,Random,logic7,0.06766917293233077
mpnn,Random,logic7,0.004385964912280771
mpnn,Random,logic7,-0.059314954051796154
mpnn,Random,logic7,0.010526315789473717
mpnn,Random,logic7,0.13116123642439426
mpnn,Random,logic7,-0.0910609857978279
mpnn,Random,logic7,0.17878028404344193
mpnn,Random,logic7,-0.011695906432748537
mpnn,Random,logic7,0.0835421888053468
mpnn,Random,logic7,0.11695906432748537
mpnn,Random,logic7,0.1963241436925648
mpnn,Random,logic7,0.22807017543859653
mpnn,Random,logic7,0.2614035087719298
mpnn,Random,logic7,0.18045112781954886
mpnn,Random,logic7,0.37092731829573933
mpnn,Random,logic7,0.24394319131161235
mpnn,Random,logic7,0.37092731829573933
mpnn,Random,logic7,0.4185463659147869
mpnn,Random,logic7,0.6407685881370092
mpnn,Random,logic7,0.06914344685242524
mpnn,Random,logic7,0.06914344685242524
mpnn,Random,logic7,-0.018575851393188847
mpnn,Random,logic7,0.05159958720330238
mpnn,Random,logic7,-0.03611971104231165
mpnn,Random,logic7,0.06427015250544665
mpnn,Random,logic7,-0.04684095860566451
mpnn,Random,logic7,-0.018575851393188847
mpnn,Random,logic7,-0.14138286893704843
mpnn,Random,logic7,0.034055727554179516
mpnn,Random,logic7,0.018379281537176217
mpnn,Random,logic7,0.059649122807017396
mpnn,Random,logic7,-0.0292397660818714
mpnn,Random,logic7,0.14536340852130325
mpnn,Random,logic7,0.050125313283207906
mpnn,Random,logic7,0.1136173767752714
mpnn,Random,logic7,0.021052631578947323
mpnn,Random,logic7,-0.0292397660818714
mpnn,Random,logic7,0.3199665831244778
mpnn,Random,logic7,-0.203842940685046
mpnn,Random,logic7,0.07518796992481203
mpnn,Random,logic7,-0.06766917293233088
mpnn,Random,logic7,-0.020050125313283207
mpnn,Random,logic7,-0.06766917293233088
mpnn,Random,logic7,0.04344193817878017
mpnn,Random,logic7,-0.14703425229741018
mpnn,Random,logic7,-0.09941520467836257
mpnn,Random,logic7,0.13868003341687551
mpnn,Random,logic7,-0.11528822055137844
mpnn,Random,logic7,0.039473684210526216
mpnn,Random,logic7,0.11909090909090903
mpnn,Random,logic7,0.18142857142857138
mpnn,Random,logic7,0.18971014492753613
mpnn,Random,logic7,0.13727272727272732
mpnn,Random,logic7,0.03857142857142859
mpnn,Random,logic7,0.12388888888888883
mpnn,Random,logic7,0.012777777777777721
mpnn,Random,logic7,-0.05666666666666664
mpnn,Random,logic7,0.0683333333333333
mpnn,Random,logic7,0.1554545454545454
mpnn,Random,logic7,-0.065359477124183
mpnn,Random,logic7,-0.07120743034055721
mpnn,Random,logic7,-0.26418988648090813
mpnn,Random,logic7,0.13834422657952072
mpnn,Random,logic7,-0.10629514963880288
mpnn,Random,logic7,-0.07120743034055727
mpnn,Random,logic7,0.06427015250544654
mpnn,Random,logic7,-0.1413828689370485
mpnn,Random,logic7,-0.1764705882352941
mpnn,Random,logic7,-0.03611971104231165
mpnn,Random,logic7,-0.22807017543859648
mpnn,Random,logic7,-0.4344193817878028
mpnn,Random,logic7,-0.24394319131161235
mpnn,Random,logic7,-0.2915622389306599
mpnn,Random,logic7,-0.1010860484544695
mpnn,Random,logic7,0.038596491228070184
mpnn,Random,logic7,-0.11695906432748537
mpnn,Random,logic7,-0.14870509607351712
mpnn,Random,logic7,-0.053467000835421885
mpnn,Random,logic7,-0.3447368421052631
mpnn,Random,logic7,-0.1275252525252525
mpnn,Random,logic7,-0.002525252525252597
mpnn,Random,logic7,-0.05808080808080812
mpnn,Random,logic7,0.20580808080808077
mpnn,Random,logic7,-0.2187088274044796
mpnn,Random,logic7,0.011363636363636354
mpnn,Random,logic7,0.027667984189723327
mpnn,Random,logic7,0.025252525252525193
mpnn,Random,logic7,0.10013175230566529
mpnn,Random,logic7,0.05303030303030298
mpnn,Random,logic7,0.3467000835421889
mpnn,Random,logic7,0.21971595655806186
mpnn,Random,logic7,0.14035087719298245
mpnn,Random,logic7,0.33082706766917297
mpnn,Random,logic7,0.3625730994152047
mpnn,Random,logic7,0.42368421052631583
mpnn,Random,logic7,-0.11361737677527149
mpnn,Random,logic7,0.12447786131996658
mpnn,Random,logic7,0.029239766081871343
mpnn,Random,logic7,0.4260651629072682
mpnn,Random,logic7,0.39629629629629637
mpnn,Random,logic7,0.2851851851851852
mpnn,Random,logic7,0.012962962962962898
mpnn,Random,logic7,-0.0537037037037037
mpnn,Random,logic7,-0.003703703703703709
mpnn,Random,logic7,0.22962962962962963
mpnn,Random,logic7,0.07407407407407413
mpnn,Random,logic7,0.24629629629629635
mpnn,Random,logic7,0.2518518518518519
mpnn,Random,logic7,0.09629629629629632
mpnn,Random,logic7,-0.3079922027290448
mpnn,Random,logic7,-0.15185185185185185
mpnn,Random,logic7,-0.05185185185185187
mpnn,Random,logic7,-0.03518518518518521
mpnn,Random,logic7,-0.03518518518518521
mpnn,Random,logic7,-0.07992202729044834
mpnn,Random,logic7,-0.037037037037037035
mpnn,Random,logic7,-0.2685185185185185
mpnn,Random,logic7,-0.2518518518518518
mpnn,Random,logic7,0.09551656920077989
mpnn,Random,logic7,0.1259259259259259
mpnn,Random,logic7,0.09259259259259259
mpnn,Random,logic7,0.19259259259259262
mpnn,Random,logic7,0.20925925925925923
mpnn,Random,logic7,0.1259259259259259
mpnn,Random,logic7,0.14259259259259258
mpnn,Random,logic7,0.32592592592592595
mpnn,Random,logic7,0.025925925925925936
mpnn,Random,logic7,0.009259259259259273
mpnn,Random,logic7,0.004873294346978557
mpnn,GradInput,logic7,-0.0043290043290042934
mpnn,GradInput,logic7,-0.037267080745341574
mpnn,GradInput,logic7,0.006211180124223725
mpnn,GradInput,logic7,-0.15320910973084878
mpnn,GradInput,logic7,-0.008281573498964745
mpnn,GradInput,logic7,0.049689440993788914
mpnn,GradInput,logic7,0.006211180124223614
mpnn,GradInput,logic7,0.006211180124223614
mpnn,GradInput,logic7,0.035196687370600444
mpnn,GradInput,logic7,0.035196687370600444
mpnn,GradInput,logic7,0.07327141382868951
mpnn,GradInput,logic7,-0.014447884416924572
mpnn,GradInput,logic7,0.003095975232198289
mpnn,GradInput,logic7,-0.18988648090815263
mpnn,GradInput,logic7,-0.08169934640522858
mpnn,GradInput,logic7,0.003095975232198289
mpnn,GradInput,logic7,-0.06707946336429293
mpnn,GradInput,logic7,-0.13725490196078427
mpnn,GradInput,logic7,-0.014447884416924572
mpnn,GradInput,logic7,0.05572755417956665
mpnn,GradInput,logic7,-0.10303030303030308
mpnn,GradInput,logic7,-0.022222222222222254
mpnn,GradInput,logic7,0.0636363636363636
mpnn,GradInput,logic7,0.05714285714285716
mpnn,GradInput,logic7,-0.027272727272727282
mpnn,GradInput,logic7,-0.10952380952380952
mpnn,GradInput,logic7,0.15454545454545454
mpnn,GradInput,logic7,-0.07272727272727275
mpnn,GradInput,logic7,0.041269841269841234
mpnn,GradInput,logic7,-0.038095238095238126
mpnn,GradInput,logic7,-0.09941520467836262
mpnn,GradInput,logic7,0.07518796992481203
mpnn,GradInput,logic7,0.02280701754385961
mpnn,GradInput,logic7,0.04344193817878028
mpnn,GradInput,logic7,-0.06766917293233088
mpnn,GradInput,logic7,0.02280701754385961
mpnn,GradInput,logic7,-0.020050125313283318
mpnn,GradInput,logic7,0.05931495405179621
mpnn,GradInput,logic7,0.15455304928989144
mpnn,GradInput,logic7,-0.06766917293233088
mpnn,GradInput,logic7,-0.02208419599723932
mpnn,GradInput,logic7,-0.02208419599723932
mpnn,GradInput,logic7,-0.08253968253968247
mpnn,GradInput,logic7,-0.05699855699855694
mpnn,GradInput,logic7,-0.09523809523809512
mpnn,GradInput,logic7,-0.03174603174603163
mpnn,GradInput,logic7,-0.0418470418470418
mpnn,GradInput,logic7,-0.11760461760461749
mpnn,GradInput,logic7,0.03588681849551423
mpnn,GradInput,logic7,-0.08730158730158721
mpnn,GradInput,logic7,-0.12121212121212122
mpnn,GradInput,logic7,-0.09343434343434343
mpnn,GradInput,logic7,-0.148989898989899
mpnn,GradInput,logic7,0.08168642951251648
mpnn,GradInput,logic7,-0.09343434343434343
mpnn,GradInput,logic7,0.017676767676767735
mpnn,GradInput,logic7,-0.23232323232323226
mpnn,GradInput,logic7,-0.10732323232323226
mpnn,GradInput,logic7,-0.051767676767676796
mpnn,GradInput,logic7,0.1010101010101011
mpnn,GradInput,logic7,-0.29741019214703424
mpnn,GradInput,logic7,-0.18947368421052646
mpnn,GradInput,logic7,-0.20614035087719296
mpnn,GradInput,logic7,-0.15455304928989144
mpnn,GradInput,logic7,-0.011695906432748537
mpnn,GradInput,logic7,-0.15455304928989133
mpnn,GradInput,logic7,-0.13947368421052642
mpnn,GradInput,logic7,-0.04344193817878028
mpnn,GradInput,logic7,-0.18629908103592308
mpnn,GradInput,logic7,-0.02280701754385972
mpnn,GradInput,logic7,0.3194444444444445
mpnn,GradInput,logic7,0.11574074074074076
mpnn,GradInput,logic7,0.041666666666666685
mpnn,GradInput,logic7,0.2824074074074075
mpnn,GradInput,logic7,0.20833333333333331
mpnn,GradInput,logic7,0.35500000000000015
mpnn,GradInput,logic7,-0.013888888888888895
mpnn,GradInput,logic7,0.15277777777777785
mpnn,GradInput,logic7,0.2268518518518518
mpnn,GradInput,logic7,0.22794117647058826
mpnn,GradInput,logic7,-0.04677206851119897
mpnn,GradInput,logic7,-0.0063131313131312705
mpnn,GradInput,logic7,-0.0063131313131312705
mpnn,GradInput,logic7,-0.03409090909090906
mpnn,GradInput,logic7,-0.04677206851119897
mpnn,GradInput,logic7,0.03535353535353525
mpnn,GradInput,logic7,-0.02020202020202022
mpnn,GradInput,logic7,-0.017786561264822143
mpnn,GradInput,logic7,-0.017786561264822143
mpnn,GradInput,logic7,-0.02020202020202022
mpnn,GradInput,logic7,0.14757481940144485
mpnn,GradInput,logic7,0.024767801857585148
mpnn,GradInput,logic7,0.0408496732026144
mpnn,GradInput,logic7,0.0315904139433551
mpnn,GradInput,logic7,0.007223942208462342
mpnn,GradInput,logic7,-0.06295149638802888
mpnn,GradInput,logic7,0.08333333333333331
mpnn,GradInput,logic7,0.07739938080495362
mpnn,GradInput,logic7,0.007223942208462342
mpnn,GradInput,logic7,0.059855521155830815
mpnn,GradInput,logic7,0.025438596491227983
mpnn,GradInput,logic7,0.016708437761069284
mpnn,GradInput,logic7,-0.06265664160401008
mpnn,GradInput,logic7,0.016708437761069284
mpnn,GradInput,logic7,0.016708437761069284
mpnn,GradInput,logic7,-0.07852965747702595
mpnn,GradInput,logic7,-0.06265664160401002
mpnn,GradInput,logic7,-0.1261487050960735
mpnn,GradInput,logic7,-0.07852965747702595
mpnn,GradInput,logic7,-0.09122807017543866
mpnn,GradInput,logic7,0.16481481481481486
mpnn,GradInput,logic7,0.19814814814814818
mpnn,GradInput,logic7,0.04814814814814816
mpnn,GradInput,logic7,0.16481481481481486
mpnn,GradInput,logic7,0.04814814814814816
mpnn,GradInput,logic7,0.09551656920077978
mpnn,GradInput,logic7,-0.18518518518518517
mpnn,GradInput,logic7,0.0981481481481482
mpnn,GradInput,logic7,0.014814814814814836
mpnn,GradInput,logic7,0.0981481481481482
mpnn,GradInput,logic7,0.2648287385129491
mpnn,GradInput,logic7,-0.0026315789473684292
mpnn,GradInput,logic7,0.15371762740183792
mpnn,GradInput,logic7,-0.036758563074352546
mpnn,GradInput,logic7,0.030701754385964897
mpnn,GradInput,logic7,0.09022556390977443
mpnn,GradInput,logic7,0.03508771929824561
mpnn,GradInput,logic7,0.09022556390977443
mpnn,GradInput,logic7,0.12197159565580618
mpnn,GradInput,logic7,0.09022556390977443
mpnn,GradInput,logic7,-0.0026315789473685403
mpnn,GradInput,logic7,0.23308270676691728
mpnn,GradInput,logic7,0.09736842105263149
mpnn,GradInput,logic7,0.07435254803675856
mpnn,GradInput,logic7,-0.0367585630743526
mpnn,GradInput,logic7,0.13784461152882205
mpnn,GradInput,logic7,0.01086048454469507
mpnn,GradInput,logic7,0.13784461152882194
mpnn,GradInput,logic7,0.3759398496240602
mpnn,GradInput,logic7,0.28070175438596484
mpnn,GradInput,logic7,0.14980392156862748
mpnn,GradInput,logic7,0.03215686274509799
mpnn,GradInput,logic7,0.2909803921568626
mpnn,GradInput,logic7,-0.10166666666666668
mpnn,GradInput,logic7,0.2086274509803921
mpnn,GradInput,logic7,0.36280701754385963
mpnn,GradInput,logic7,0.05568627450980396
mpnn,GradInput,logic7,0.043921568627451
mpnn,GradInput,logic7,-0.06196078431372548
mpnn,GradInput,logic7,0.06745098039215686
mpnn,GradInput,logic7,0.01754385964912275
mpnn,GradInput,logic7,-0.07017543859649122
mpnn,GradInput,logic7,0.0
mpnn,GradInput,logic7,-0.052631578947368474
mpnn,GradInput,logic7,0.17543859649122795
mpnn,GradInput,logic7,-0.3157894736842106
mpnn,GradInput,logic7,0.12280701754385959
mpnn,GradInput,logic7,0.08771929824561397
mpnn,GradInput,logic7,-0.07017543859649122
mpnn,GradInput,logic7,0.10526315789473673
mpnn,GradInput,logic7,0.0636363636363636
mpnn,GradInput,logic7,0.03333333333333327
mpnn,GradInput,logic7,0.03333333333333327
mpnn,GradInput,logic7,0.0030303030303029943
mpnn,GradInput,logic7,0.5787878787878787
mpnn,GradInput,logic7,0.03333333333333327
mpnn,GradInput,logic7,0.07878787878787874
mpnn,GradInput,logic7,0.0636363636363636
mpnn,GradInput,logic7,0.3818181818181817
mpnn,GradInput,logic7,0.13939393939393935
mpnn,GradInput,logic7,0.05495356037151705
mpnn,GradInput,logic7,0.13872549019607838
mpnn,GradInput,logic7,0.3444272445820434
mpnn,GradInput,logic7,0.13872549019607838
mpnn,GradInput,logic7,-0.019607843137254943
mpnn,GradInput,logic7,0.43653250773993807
mpnn,GradInput,logic7,0.17337461300309603
mpnn,GradInput,logic7,0.13390092879256965
mpnn,GradInput,logic7,0.33126934984520123
mpnn,GradInput,logic7,-0.03349673202614384
mpnn,GradInput,logic7,0.03529411764705892
mpnn,GradInput,logic7,-0.02026143790849677
mpnn,GradInput,logic7,-0.05944272445820431
mpnn,GradInput,logic7,-0.1869281045751633
mpnn,GradInput,logic7,-0.1436532507739937
mpnn,GradInput,logic7,0.0037151702786378804
mpnn,GradInput,logic7,-0.11207430340557267
mpnn,GradInput,logic7,0.03529411764705892
mpnn,GradInput,logic7,-0.02026143790849666
mpnn,GradInput,logic7,-0.2173374613003095
mpnn,GradInput,logic7,-0.015037593984962405
mpnn,GradInput,logic7,0.06432748538011701
mpnn,GradInput,logic7,-0.04678362573099415
mpnn,GradInput,logic7,0.11194653299916457
mpnn,GradInput,logic7,0.03258145363408527
mpnn,GradInput,logic7,-0.015037593984962405
mpnn,GradInput,logic7,0.025438596491228038
mpnn,GradInput,logic7,0.06432748538011701
mpnn,GradInput,logic7,0.0008354218880535225
mpnn,GradInput,logic7,0.032581453634085156
mpnn,GradInput,logic7,0.05847953216374263
mpnn,GradInput,logic7,0.0
mpnn,GradInput,logic7,0.13784461152882205
mpnn,GradInput,logic7,0.01086048454469507
mpnn,GradInput,logic7,-0.005012531328320857
mpnn,GradInput,logic7,0.07435254803675856
mpnn,GradInput,logic7,0.04260651629072676
mpnn,GradInput,logic7,-0.02088554720133673
mpnn,GradInput,logic7,-0.10025062656641609
mpnn,GradInput,logic7,0.05847953216374263
mpnn,GradInput,logic7,-0.006837606837606813
mpnn,GradInput,logic7,0.015384615384615385
mpnn,GradInput,logic7,0.043956043956043966
mpnn,GradInput,logic7,-0.00366300366300365
mpnn,GradInput,logic7,0.037606837606837584
mpnn,GradInput,logic7,-0.00366300366300365
mpnn,GradInput,logic7,0.015384615384615385
mpnn,GradInput,logic7,-0.006837606837606813
mpnn,GradInput,logic7,0.04395604395604391
mpnn,GradInput,logic7,-0.006837606837606813
mpnn,GradInput,logic7,0.08020050125313283
mpnn,GradInput,logic7,0.1278195488721805
mpnn,GradInput,logic7,-0.04678362573099415
mpnn,GradInput,logic7,0.06432748538011701
mpnn,GradInput,logic7,0.08020050125313283
mpnn,GradInput,logic7,0.14369256474519632
mpnn,GradInput,logic7,0.14369256474519632
mpnn,GradInput,logic7,0.01670843776106934
mpnn,GradInput,logic7,0.09607351712614864
mpnn,GradInput,logic7,0.06432748538011701
mpnn,GradInput,logic7,0.07384403036576948
mpnn,GradInput,logic7,0.10282953761214642
mpnn,GradInput,logic7,0.030365769496204176
mpnn,GradInput,logic7,0.015873015873015817
mpnn,GradInput,logic7,0.07647907647907648
mpnn,GradInput,logic7,-0.027605244996549372
mpnn,GradInput,logic7,-0.13564213564213567
mpnn,GradInput,logic7,0.10282953761214642
mpnn,GradInput,logic7,0.07647907647907648
mpnn,GradInput,logic7,0.006349206349206327
mpnn,GradInput,logic7,0.12055335968379449
mpnn,GradInput,logic7,0.11994949494949497
mpnn,GradInput,logic7,0.17550505050505055
mpnn,GradInput,logic7,0.25883838383838387
mpnn,GradInput,logic7,0.16403162055335974
mpnn,GradInput,logic7,0.21717171717171718
mpnn,GradInput,logic7,0.03661616161616166
mpnn,GradInput,logic7,0.0505050505050505
mpnn,GradInput,logic7,0.1338383838383838
