task_type,block_type,Technique,ATT AUROC,ATT tau
crippen,graphnet,CAM,,0.21408644069042213
crippen,graphnet,CAM,,0.19499409880016305
crippen,graphnet,CAM,,0.4009469138531503
crippen,graphnet,CAM,,0.3685559004577103
crippen,graphnet,CAM,,0.4293771371280571
crippen,graphnet,CAM,,0.2860379254488491
crippen,graphnet,CAM,,0.3636786221006114
crippen,graphnet,CAM,,0.2871005254616604
crippen,graphnet,CAM,,0.28902850028463883
crippen,graphnet,CAM,,0.2332621799559889
crippen,graphnet,CAM,,0.27746085898940204
crippen,graphnet,CAM,,0.3011870076432732
crippen,graphnet,CAM,,0.2647076050210968
crippen,graphnet,CAM,,0.2619751797510065
crippen,graphnet,CAM,,0.2256670256840359
crippen,graphnet,CAM,,0.2396292795829473
crippen,graphnet,CAM,,0.19709011771670668
crippen,graphnet,Random,,0.1306612592399309
crippen,gat,GradInput,,-0.004083274476109639
crippen,gat,GradInput,,0.0724521602623128
crippen,gat,GradInput,,0.07535975154908875
crippen,gat,GradInput,,0.17045734345932745
crippen,gat,GradInput,,0.10011667551122998
crippen,gat,GradInput,,0.20075223033530148
crippen,gat,SmoothGrad(GradInput),,0.0795056167212445
crippen,gat,SmoothGrad(GradInput),,0.1301416916622102
crippen,gat,SmoothGrad(GradInput),,0.08591992155105457
crippen,gat,SmoothGrad(GradInput),,0.12409031683123584
crippen,gat,SmoothGrad(GradInput),,0.09274383208690927
crippen,gat,SmoothGrad(GradInput),,0.17632092445488107
crippen,gat,GradCAM-last,,0.12868770019579842
crippen,gat,GradCAM-last,,0.04092457299606776
crippen,gat,GradCAM-last,,0.04247351739034852
crippen,gat,GradCAM-last,,0.015391173216974429
crippen,gat,GradCAM-last,,0.06583398535630215
crippen,gat,GradCAM-last,,0.1449810560674673
crippen,gat,GradCAM-all,,0.1434748298393253
crippen,gat,GradCAM-all,,0.09784507164885664
crippen,gat,GradCAM-all,,0.01353532207480388
crippen,gat,GradCAM-all,,0.024808463239145186
crippen,gat,GradCAM-all,,0.09714892245723429
crippen,gat,GradCAM-all,,0.1493732719365606
crippen,gat,IG,,0.2913840791449242
crippen,gat,IG,,0.2759595525367309
crippen,gat,IG,,0.19798170466839415
crippen,gat,IG,,0.26756604885941393
crippen,gat,IG,,0.2513245244235883
crippen,gat,IG,,0.32628118270679696
crippen,gat,CAM,,0.21119993928628178
crippen,gat,CAM,,0.23530212383766824
crippen,gat,CAM,,0.27050736451800383
crippen,gat,CAM,,0.15928967105171593
crippen,gat,CAM,,0.20539418881172672
crippen,gat,CAM,,0.29988402891748933
crippen,gat,AttWeights,,-0.10562379507746066
crippen,gat,AttWeights,,-0.032234835910657844
crippen,gat,AttWeights,,-0.03852319994979018
crippen,gat,AttWeights,,-0.013010122475622972
crippen,gat,AttWeights,,-0.07149973980534476
crippen,gat,AttWeights,,-0.07366870491085503
crippen,gat,Random,,0.13169060241502792
crippen,gat,Random,,0.13169060241502792
crippen,gat,Random,,0.13169060241502792
crippen,gat,Random,,0.13169060241502792
crippen,gat,Random,,0.13169060241502792
crippen,gat,Random,,0.13169060241502792
bashapes,gcn,GradInput,0.5705687500000001,
bashapes,gcn,GradInput,0.6093291666666667,
bashapes,gcn,GradInput,0.5528875,
bashapes,gcn,GradInput,0.60288125,
bashapes,gcn,GradInput,0.5670729166666667,
bashapes,gcn,GradInput,0.5980958333333333,
bashapes,gcn,SmoothGrad(GradInput),0.5705666666666667,
bashapes,gcn,SmoothGrad(GradInput),0.6093291666666667,
bashapes,gcn,SmoothGrad(GradInput),0.5528875,
bashapes,gcn,SmoothGrad(GradInput),0.60288125,
bashapes,gcn,SmoothGrad(GradInput),0.5670729166666667,
bashapes,gcn,SmoothGrad(GradInput),0.5980958333333333,
bashapes,gcn,GradCAM-last,0.7512458333333334,
bashapes,gcn,GradCAM-last,0.8494312500000001,
bashapes,gcn,GradCAM-last,0.7642583333333333,
bashapes,gcn,GradCAM-last,0.8253041666666667,
bashapes,gcn,GradCAM-last,0.7694541666666668,
bashapes,gcn,GradCAM-last,0.7593583333333334,
bashapes,gcn,GradCAM-all,0.6728708333333333,
bashapes,gcn,GradCAM-all,0.7092104166666666,
bashapes,gcn,GradCAM-all,0.5998854166666666,
bashapes,gcn,GradCAM-all,0.6845791666666666,
bashapes,gcn,GradCAM-all,0.6525145833333333,
bashapes,gcn,GradCAM-all,0.6743291666666666,
bashapes,gcn,Random,0.27155,
bashapes,gcn,Random,0.27155,
bashapes,gcn,Random,0.27155,
bashapes,gcn,Random,0.27155,
bashapes,gcn,Random,0.27155,
bashapes,gcn,Random,0.27155,
bashapes,mpnn,GradInput,0.6771416666666666,
bashapes,mpnn,GradInput,0.6743291666666668,
bashapes,mpnn,GradInput,0.6000458333333333,
bashapes,mpnn,GradInput,0.6192,
bashapes,mpnn,GradInput,0.6010541666666667,
bashapes,mpnn,GradInput,0.6530083333333334,
bashapes,mpnn,SmoothGrad(GradInput),0.6771416666666666,
bashapes,mpnn,SmoothGrad(GradInput),0.6743291666666668,
bashapes,mpnn,SmoothGrad(GradInput),0.6000458333333333,
bashapes,mpnn,SmoothGrad(GradInput),0.6192,
bashapes,mpnn,SmoothGrad(GradInput),0.6010520833333333,
bashapes,mpnn,SmoothGrad(GradInput),0.6530083333333334,
bashapes,mpnn,GradCAM-last,0.7899520833333333,
bashapes,mpnn,GradCAM-last,0.8474854166666667,
bashapes,mpnn,GradCAM-last,0.8349,
bashapes,mpnn,GradCAM-last,0.8879229166666666,
bashapes,mpnn,GradCAM-last,0.8234604166666666,
bashapes,mpnn,GradCAM-last,0.8455937499999999,
bashapes,mpnn,GradCAM-all,0.7799499999999999,
bashapes,mpnn,GradCAM-all,0.7878041666666666,
bashapes,mpnn,GradCAM-all,0.7940229166666668,
bashapes,mpnn,GradCAM-all,0.7776416666666668,
bashapes,mpnn,GradCAM-all,0.7943,
bashapes,mpnn,GradCAM-all,0.7697770833333334,
bashapes,mpnn,Random,0.27155,
bashapes,mpnn,Random,0.27155,
bashapes,mpnn,Random,0.27155,
bashapes,mpnn,Random,0.27155,
bashapes,mpnn,Random,0.27155,
bashapes,mpnn,Random,0.27155,
bashapes,graphnet,GradInput,0.46951875,
bashapes,graphnet,GradInput,0.3234520833333333,
bashapes,graphnet,GradInput,0.34405624999999995,
bashapes,graphnet,GradInput,0.4502625,
bashapes,graphnet,GradInput,0.5091104166666667,
bashapes,graphnet,GradInput,0.26225625,
bashapes,graphnet,SmoothGrad(GradInput),0.4695145833333334,
bashapes,graphnet,SmoothGrad(GradInput),0.3234520833333333,
bashapes,graphnet,SmoothGrad(GradInput),0.34405416666666666,
bashapes,graphnet,SmoothGrad(GradInput),0.45026041666666666,
bashapes,graphnet,SmoothGrad(GradInput),0.5091104166666667,
bashapes,graphnet,SmoothGrad(GradInput),0.2622520833333334,
bashapes,graphnet,GradCAM-last,0.8046041666666666,
bashapes,graphnet,GradCAM-last,0.8197833333333333,
bashapes,graphnet,GradCAM-last,0.9233270833333334,
bashapes,graphnet,GradCAM-last,0.8755270833333333,
bashapes,graphnet,GradCAM-last,0.8107541666666667,
bashapes,graphnet,GradCAM-last,0.9227083333333332,
bashapes,graphnet,GradCAM-all,0.5829604166666666,
bashapes,graphnet,GradCAM-all,0.5804020833333334,
bashapes,graphnet,GradCAM-all,0.6640229166666667,
bashapes,graphnet,GradCAM-all,0.6363145833333332,
bashapes,graphnet,GradCAM-all,0.6196541666666666,
bashapes,graphnet,GradCAM-all,0.7983895833333334,
bashapes,graphnet,Random,0.27155,
bashapes,graphnet,Random,0.27155,
bashapes,graphnet,Random,0.27155,
bashapes,graphnet,Random,0.27155,
bashapes,graphnet,Random,0.27155,
bashapes,graphnet,Random,0.27155,
bashapes,gat,GradInput,0.7389520833333334,
bashapes,gat,GradInput,0.69586875,
bashapes,gat,GradInput,0.7198125,
bashapes,gat,GradInput,0.7347312500000001,
bashapes,gat,GradInput,0.7288125000000001,
bashapes,gat,GradInput,0.7127395833333333,
bashapes,gat,SmoothGrad(GradInput),0.7389520833333334,
bashapes,gat,SmoothGrad(GradInput),0.69586875,
bashapes,gat,SmoothGrad(GradInput),0.7198125,
bashapes,gat,SmoothGrad(GradInput),0.7347312500000001,
bashapes,gat,SmoothGrad(GradInput),0.7288125,
bashapes,gat,SmoothGrad(GradInput),0.7127395833333333,
bashapes,gat,GradCAM-last,0.8270604166666666,
bashapes,gat,GradCAM-last,0.7587875,
bashapes,gat,GradCAM-last,0.80534375,
bashapes,gat,GradCAM-last,0.8320708333333333,
bashapes,gat,GradCAM-last,0.7631395833333333,
bashapes,gat,GradCAM-last,0.8391145833333333,
bashapes,gat,GradCAM-all,0.7738770833333334,
bashapes,gat,GradCAM-all,0.7438750000000001,
bashapes,gat,GradCAM-all,0.7626520833333333,
bashapes,gat,GradCAM-all,0.7844083333333334,
bashapes,gat,GradCAM-all,0.7608020833333333,
bashapes,gat,GradCAM-all,0.7628791666666666,
bashapes,gat,AttWeights,0.5069104166666667,
bashapes,gat,AttWeights,0.4961541666666667,
bashapes,gat,AttWeights,0.5072770833333333,
bashapes,gat,AttWeights,0.4878916666666666,
bashapes,gat,AttWeights,0.5014520833333334,
bashapes,gat,AttWeights,0.4827125,
bashapes,gat,Random,0.27155,
bashapes,gat,Random,0.27155,
bashapes,gat,Random,0.27155,
bashapes,gat,Random,0.27155,
bashapes,gat,Random,0.27155,
bashapes,gat,Random,0.27155,
bacommunity,gcn,GradInput,0.5315753882575758,
bacommunity,gcn,GradInput,0.5141835416666667,
bacommunity,gcn,GradInput,0.544243456439394,
bacommunity,gcn,GradInput,0.5295016003787878,
bacommunity,gcn,GradInput,0.507923125,
bacommunity,gcn,GradInput,0.5100021022727272,
bacommunity,gcn,GradInput,0.5019405587121213,
bacommunity,gcn,SmoothGrad(GradInput),0.5382627462121212,
bacommunity,gcn,SmoothGrad(GradInput),0.5145311742424242,
bacommunity,gcn,SmoothGrad(GradInput),0.5458768181818181,
bacommunity,gcn,SmoothGrad(GradInput),0.5361345549242424,
bacommunity,gcn,SmoothGrad(GradInput),0.5150324810606061,
bacommunity,gcn,SmoothGrad(GradInput),0.5097124810606061,
bacommunity,gcn,SmoothGrad(GradInput),0.4987620643939394,
bacommunity,gcn,GradCAM-last,0.7005463636363637,
bacommunity,gcn,GradCAM-last,0.6836825568181818,
bacommunity,gcn,GradCAM-last,0.7001064299242424,
bacommunity,gcn,GradCAM-last,0.7029895454545455,
bacommunity,gcn,GradCAM-last,0.7131029640151515,
bacommunity,gcn,GradCAM-last,0.699922509469697,
bacommunity,gcn,GradCAM-last,0.705022471590909,
bacommunity,gcn,GradCAM-all,0.6982006344696969,
bacommunity,gcn,GradCAM-all,0.6710553503787878,
bacommunity,gcn,GradCAM-all,0.6983939583333334,
bacommunity,gcn,GradCAM-all,0.6771817708333333,
bacommunity,gcn,GradCAM-all,0.6205355397727272,
bacommunity,gcn,GradCAM-all,0.6755956439393941,
bacommunity,gcn,GradCAM-all,0.6586602083333333,
bacommunity,gcn,IG,0.7814581723484848,
bacommunity,gcn,IG,0.7820488352272726,
bacommunity,gcn,IG,0.8265403030303031,
bacommunity,gcn,IG,0.8046370454545454,
bacommunity,gcn,IG,0.8085313352272727,
bacommunity,gcn,IG,0.8358941856060607,
bacommunity,gcn,IG,0.8265066003787879,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,gcn,Random,0.37818502840909096,
bacommunity,mpnn,GradInput,0.5026506060606061,
bacommunity,mpnn,GradInput,0.5044813352272727,
bacommunity,mpnn,GradInput,0.5033308996212121,
bacommunity,mpnn,GradInput,0.5042469602272728,
bacommunity,mpnn,GradInput,0.5082332670454546,
bacommunity,mpnn,GradInput,0.501605928030303,
bacommunity,mpnn,GradInput,0.506804696969697,
bacommunity,mpnn,GradInput,0.5138473958333334,
bacommunity,mpnn,GradInput,0.5090123390151515,
bacommunity,mpnn,SmoothGrad(GradInput),0.5008360606060606,
bacommunity,mpnn,SmoothGrad(GradInput),0.5060679734848486,
bacommunity,mpnn,SmoothGrad(GradInput),0.5017784659090909,
bacommunity,mpnn,SmoothGrad(GradInput),0.5034178503787878,
bacommunity,mpnn,SmoothGrad(GradInput),0.5088557670454545,
bacommunity,mpnn,SmoothGrad(GradInput),0.5040173295454546,
bacommunity,mpnn,SmoothGrad(GradInput),0.5054598579545455,
bacommunity,mpnn,SmoothGrad(GradInput),0.5129978882575756,
bacommunity,mpnn,SmoothGrad(GradInput),0.5089890814393939,
bacommunity,mpnn,GradCAM-last,0.6461015625,
bacommunity,mpnn,GradCAM-last,0.68835125,
bacommunity,mpnn,GradCAM-last,0.6788303125,
bacommunity,mpnn,GradCAM-last,0.6711170170454546,
bacommunity,mpnn,GradCAM-last,0.6642615814393941,
bacommunity,mpnn,GradCAM-last,0.67098625,
bacommunity,mpnn,GradCAM-last,0.6795312499999999,
bacommunity,mpnn,GradCAM-last,0.659113125,
bacommunity,mpnn,GradCAM-last,0.6845853125,
bacommunity,mpnn,GradCAM-all,0.6997409659090911,
bacommunity,mpnn,GradCAM-all,0.7085090435606061,
bacommunity,mpnn,GradCAM-all,0.7174283428030303,
bacommunity,mpnn,GradCAM-all,0.7023093655303031,
bacommunity,mpnn,GradCAM-all,0.6916439015151515,
bacommunity,mpnn,GradCAM-all,0.7067690625,
bacommunity,mpnn,GradCAM-all,0.7276040625,
bacommunity,mpnn,GradCAM-all,0.69575875,
bacommunity,mpnn,GradCAM-all,0.7231534753787878,
bacommunity,mpnn,IG,0.7550946780303031,
bacommunity,mpnn,IG,0.7113018465909091,
bacommunity,mpnn,IG,0.6818138257575758,
bacommunity,mpnn,IG,0.7735995454545455,
bacommunity,mpnn,IG,0.808001221590909,
bacommunity,mpnn,IG,0.756256865530303,
bacommunity,mpnn,IG,0.7591769034090909,
bacommunity,mpnn,IG,0.8027958238636363,
bacommunity,mpnn,IG,0.7179719412878788,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,mpnn,Random,0.37818502840909096,
bacommunity,graphnet,GradInput,0.5026337121212121,
bacommunity,graphnet,GradInput,0.4986942045454546,
bacommunity,graphnet,GradInput,0.5013039204545455,
bacommunity,graphnet,GradInput,0.4990718276515153,
bacommunity,graphnet,GradInput,0.5100364772727273,
bacommunity,graphnet,GradInput,0.5010761268939394,
bacommunity,graphnet,GradInput,0.5055445643939395,
bacommunity,graphnet,GradInput,0.5074273011363637,
bacommunity,graphnet,GradInput,0.5068560700757576,
bacommunity,graphnet,SmoothGrad(GradInput),0.5108210795454545,
bacommunity,graphnet,SmoothGrad(GradInput),0.505916747159091,
bacommunity,graphnet,SmoothGrad(GradInput),0.5070356912878787,
bacommunity,graphnet,SmoothGrad(GradInput),0.5054829734848485,
bacommunity,graphnet,SmoothGrad(GradInput),0.5113352178030303,
bacommunity,graphnet,SmoothGrad(GradInput),0.5057442992424241,
bacommunity,graphnet,SmoothGrad(GradInput),0.5119697916666667,
bacommunity,graphnet,SmoothGrad(GradInput),0.5095143655303029,
bacommunity,graphnet,SmoothGrad(GradInput),0.5154610890151515,
bacommunity,graphnet,GradCAM-last,0.6681663636363636,
bacommunity,graphnet,GradCAM-last,0.6918959375,
bacommunity,graphnet,GradCAM-last,0.660753125,
bacommunity,graphnet,GradCAM-last,0.6780157670454545,
bacommunity,graphnet,GradCAM-last,0.6750924147727273,
bacommunity,graphnet,GradCAM-last,0.6822861742424242,
bacommunity,graphnet,GradCAM-last,0.6654606250000001,
bacommunity,graphnet,GradCAM-last,0.688913125,
bacommunity,graphnet,GradCAM-last,0.6939424999999999,
bacommunity,graphnet,GradCAM-all,0.736500928030303,
bacommunity,graphnet,GradCAM-all,0.7371155587121212,
bacommunity,graphnet,GradCAM-all,0.7072023674242425,
bacommunity,graphnet,GradCAM-all,0.6985879166666666,
bacommunity,graphnet,GradCAM-all,0.7351751420454545,
bacommunity,graphnet,GradCAM-all,0.7403685795454544,
bacommunity,graphnet,GradCAM-all,0.7389728693181818,
bacommunity,graphnet,GradCAM-all,0.7243676704545454,
bacommunity,graphnet,GradCAM-all,0.7273021590909091,
bacommunity,graphnet,IG,0.7162199431818181,
bacommunity,graphnet,IG,0.7153077651515152,
bacommunity,graphnet,IG,0.6711916382575758,
bacommunity,graphnet,IG,0.7385589015151516,
bacommunity,graphnet,IG,0.7530656676136364,
bacommunity,graphnet,IG,0.7680310984848485,
bacommunity,graphnet,IG,0.7646827178030303,
bacommunity,graphnet,IG,0.6828481344696969,
bacommunity,graphnet,IG,0.6559252178030304,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,graphnet,Random,0.37818502840909096,
bacommunity,gat,GradInput,0.5039158049242424,
bacommunity,gat,GradInput,0.5003197064393939,
bacommunity,gat,GradInput,0.4980758712121212,
bacommunity,gat,GradInput,0.5039111458333334,
bacommunity,gat,GradInput,0.5123795217803031,
bacommunity,gat,GradInput,0.4970832386363637,
bacommunity,gat,SmoothGrad(GradInput),0.4971725473484848,
bacommunity,gat,SmoothGrad(GradInput),0.4778382054924242,
bacommunity,gat,SmoothGrad(GradInput),0.4992049810606061,
bacommunity,gat,SmoothGrad(GradInput),0.4950162310606061,
bacommunity,gat,SmoothGrad(GradInput),0.4964889867424242,
bacommunity,gat,SmoothGrad(GradInput),0.4862183712121212,
bacommunity,gat,GradCAM-last,0.6119657386363636,
bacommunity,gat,GradCAM-last,0.6042472537878788,
bacommunity,gat,GradCAM-last,0.6024982481060607,
bacommunity,gat,GradCAM-last,0.6323045454545455,
bacommunity,gat,GradCAM-last,0.6019909280303031,
bacommunity,gat,GradCAM-last,0.5817228787878788,
bacommunity,gat,GradCAM-all,0.602164384469697,
bacommunity,gat,GradCAM-all,0.5877543465909092,
bacommunity,gat,GradCAM-all,0.5693104640151516,
bacommunity,gat,GradCAM-all,0.5870432291666667,
bacommunity,gat,GradCAM-all,0.5612583617424243,
bacommunity,gat,GradCAM-all,0.5343872869318183,
bacommunity,gat,IG,0.622209734848485,
bacommunity,gat,IG,0.6352529924242425,
bacommunity,gat,IG,0.6366831344696969,
bacommunity,gat,IG,0.6197057859848485,
bacommunity,gat,IG,0.6172939299242424,
bacommunity,gat,IG,0.6105262594696971,
bacommunity,gat,AttWeights,0.4977894554924242,
bacommunity,gat,AttWeights,0.5009604261363636,
bacommunity,gat,AttWeights,0.498805194128788,
bacommunity,gat,AttWeights,0.4986090861742424,
bacommunity,gat,AttWeights,0.5033737831439394,
bacommunity,gat,AttWeights,0.5015406486742424,
bacommunity,gat,Random,0.37818502840909096,
bacommunity,gat,Random,0.37818502840909096,
bacommunity,gat,Random,0.37818502840909096,
bacommunity,gat,Random,0.37818502840909096,
bacommunity,gat,Random,0.37818502840909096,
bacommunity,gat,Random,0.37818502840909096,
treegrid,gcn,GradInput,0.6763725809958687,
treegrid,gcn,GradInput,0.5368884540117417,
treegrid,gcn,GradInput,0.6786910197869103,
treegrid,gcn,GradInput,0.6201185040226136,
treegrid,gcn,GradInput,0.6860404435746902,
treegrid,gcn,GradInput,0.7041340508806262,
treegrid,gcn,SmoothGrad(GradInput),0.6763725809958687,
treegrid,gcn,SmoothGrad(GradInput),0.5368884540117416,
treegrid,gcn,SmoothGrad(GradInput),0.6786910197869103,
treegrid,gcn,SmoothGrad(GradInput),0.6201185040226137,
treegrid,gcn,SmoothGrad(GradInput),0.6860404435746901,
treegrid,gcn,SmoothGrad(GradInput),0.7041340508806262,
treegrid,gcn,GradCAM-last,0.7383561643835617,
treegrid,gcn,GradCAM-last,0.6252011306805828,
treegrid,gcn,GradCAM-last,0.7209909762991955,
treegrid,gcn,GradCAM-last,0.6740595781691672,
treegrid,gcn,GradCAM-last,0.689630898021309,
treegrid,gcn,GradCAM-last,0.736094803218091,
treegrid,gcn,GradCAM-all,0.7355974124809741,
treegrid,gcn,GradCAM-all,0.619346597086323,
treegrid,gcn,GradCAM-all,0.7102631006740596,
treegrid,gcn,GradCAM-all,0.6403837790824092,
treegrid,gcn,GradCAM-all,0.6549005218525766,
treegrid,gcn,GradCAM-all,0.7049059578169167,
treegrid,gcn,Random,0.6247662535333768,
treegrid,gcn,Random,0.6247662535333768,
treegrid,gcn,Random,0.6247662535333768,
treegrid,gcn,Random,0.6247662535333768,
treegrid,gcn,Random,0.6247662535333768,
treegrid,gcn,Random,0.6247662535333768,
treegrid,mpnn,GradInput,0.7058137638617091,
treegrid,mpnn,GradInput,0.7170254403131116,
treegrid,mpnn,GradInput,0.6993205044574908,
treegrid,mpnn,GradInput,0.7304876060013047,
treegrid,mpnn,GradInput,0.6989562948467057,
treegrid,mpnn,GradInput,0.7178136551424223,
treegrid,mpnn,SmoothGrad(GradInput),0.7058137638617091,
treegrid,mpnn,SmoothGrad(GradInput),0.7170254403131116,
treegrid,mpnn,SmoothGrad(GradInput),0.6993205044574907,
treegrid,mpnn,SmoothGrad(GradInput),0.7304876060013047,
treegrid,mpnn,SmoothGrad(GradInput),0.6989562948467057,
treegrid,mpnn,SmoothGrad(GradInput),0.7178136551424223,
treegrid,mpnn,GradCAM-last,0.7902125462056969,
treegrid,mpnn,GradCAM-last,0.7701674277016742,
treegrid,mpnn,GradCAM-last,0.8279028049575994,
treegrid,mpnn,GradCAM-last,0.8293297455968688,
treegrid,mpnn,GradCAM-last,0.6335915416394869,
treegrid,mpnn,GradCAM-last,0.7608039791258969,
treegrid,mpnn,GradCAM-all,0.710442487497282,
treegrid,mpnn,GradCAM-all,0.7127038486627527,
treegrid,mpnn,GradCAM-all,0.7050771906936291,
treegrid,mpnn,GradCAM-all,0.6872200478364863,
treegrid,mpnn,GradCAM-all,0.7152641878669275,
treegrid,mpnn,GradCAM-all,0.6901201348119156,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,mpnn,Random,0.6247662535333768,
treegrid,graphnet,GradInput,0.6741574255272885,
treegrid,graphnet,GradInput,0.6537752772341813,
treegrid,graphnet,GradInput,0.7058028919330289,
treegrid,graphnet,GradInput,0.5848119156338335,
treegrid,graphnet,GradInput,0.6344585779517286,
treegrid,graphnet,GradInput,0.6902614698847577,
treegrid,graphnet,SmoothGrad(GradInput),0.6741574255272885,
treegrid,graphnet,SmoothGrad(GradInput),0.6537752772341814,
treegrid,graphnet,SmoothGrad(GradInput),0.705802891933029,
treegrid,graphnet,SmoothGrad(GradInput),0.5848173515981736,
treegrid,graphnet,SmoothGrad(GradInput),0.6344558599695586,
treegrid,graphnet,SmoothGrad(GradInput),0.6902587519025876,
treegrid,graphnet,GradCAM-last,0.8005164166123071,
treegrid,graphnet,GradCAM-last,0.8189334637964776,
treegrid,graphnet,GradCAM-last,0.8147532072189605,
treegrid,graphnet,GradCAM-last,0.7886660143509459,
treegrid,graphnet,GradCAM-last,0.851617199391172,
treegrid,graphnet,GradCAM-last,0.7703604044357469,
treegrid,graphnet,GradCAM-all,0.6773130028267016,
treegrid,graphnet,GradCAM-all,0.6587600565340292,
treegrid,graphnet,GradCAM-all,0.6173217003696455,
treegrid,graphnet,GradCAM-all,0.6582871276364426,
treegrid,graphnet,GradCAM-all,0.6809768427919112,
treegrid,graphnet,GradCAM-all,0.7206104587953904,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,graphnet,Random,0.6247662535333768,
treegrid,gat,GradInput,0.7319580343552946,
treegrid,gat,GradInput,0.7221325288106111,
treegrid,gat,GradInput,0.6101108936725376,
treegrid,gat,GradInput,0.618822026527506,
treegrid,gat,GradInput,0.6628995433789955,
treegrid,gat,GradInput,0.6614807566862362,
treegrid,gat,SmoothGrad(GradInput),0.7319580343552946,
treegrid,gat,SmoothGrad(GradInput),0.722132528810611,
treegrid,gat,SmoothGrad(GradInput),0.6101108936725376,
treegrid,gat,SmoothGrad(GradInput),0.6188220265275061,
treegrid,gat,SmoothGrad(GradInput),0.6628995433789955,
treegrid,gat,SmoothGrad(GradInput),0.6614807566862362,
treegrid,gat,GradCAM-last,0.7516443792128724,
treegrid,gat,GradCAM-last,0.7362660360948032,
treegrid,gat,GradCAM-last,0.6264649923896499,
treegrid,gat,GradCAM-last,0.6980022831050228,
treegrid,gat,GradCAM-last,0.6778837790824092,
treegrid,gat,GradCAM-last,0.6797700587084149,
treegrid,gat,GradCAM-all,0.7459637964774952,
treegrid,gat,GradCAM-all,0.7258996520982822,
treegrid,gat,GradCAM-all,0.6037725592520113,
treegrid,gat,GradCAM-all,0.6459909762991954,
treegrid,gat,GradCAM-all,0.673888345292455,
treegrid,gat,GradCAM-all,0.6662372254838008,
treegrid,gat,AttWeights,0.4852712546205697,
treegrid,gat,AttWeights,0.4936453576864536,
treegrid,gat,AttWeights,0.4890655577299413,
treegrid,gat,AttWeights,0.4928340400086976,
treegrid,gat,AttWeights,0.4900915959991303,
treegrid,gat,AttWeights,0.4888005544683627,
treegrid,gat,Random,0.6247662535333768,
treegrid,gat,Random,0.6247662535333768,
treegrid,gat,Random,0.6247662535333768,
treegrid,gat,Random,0.6247662535333768,
treegrid,gat,Random,0.6247662535333768,
treegrid,gat,Random,0.6247662535333768,
