batch_size,block_type,edge_size,epochs,global_size,l2_reg,learning_rate,n_layers,node_size,random_seed,task_type,use_saver,ATT AUROC,ATT F1,ATT ACC,AUROC,F1,ACC,Task,Technique,Model,ATT tau,ATT r,R2,RMSE,tau,r
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.7624650079788539,0.3122212912398463,0.6855179061489616,0.953853953853954,0.887481734047735,0.8845,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6756081186242937,0.27405416124362697,0.5645645338142884,0.953853953853954,0.887481734047735,0.8845,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4763991253926468,0.2646880735313453,0.186300830253338,0.9538539538539536,0.887481734047735,0.8845,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.7061423561234363,0.2881578938832901,0.537734349805046,0.953853953853954,0.887481734047735,0.8845,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.8119736344996852,0.3734449365502173,0.7518875589103318,0.8767948767948768,0.8032473734479465,0.794,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.54218462081587,0.27415706276247964,0.3648472935460129,0.8767948767948768,0.8032473734479465,0.794,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6482169846635647,0.2980931687723922,0.5167502997075837,0.8767948767948768,0.8032473734479465,0.794,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5326620846870102,0.2729195479899453,0.3233818743113201,0.8767948767948768,0.8032473734479465,0.794,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5435829104196049,0.2734928992392522,0.36529136154737935,0.8767948767948768,0.8032473734479465,0.794,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5534236543361428,0.27863621935236604,0.3708669990087911,0.8767948767948768,0.8032473734479465,0.794,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.7678950991288309,0.3362773113114469,0.7147546018012028,0.8525788525788527,0.7746150256649557,0.7585,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.565355893447748,0.2756639857908459,0.3651971455653013,0.8525788525788527,0.7746150256649557,0.7585,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6642640400713944,0.3029842319718099,0.5192362926484569,0.8525788525788527,0.7746150256649557,0.7585,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5859880494533558,0.2842586269282203,0.4134913355403664,0.8525788525788527,0.7746150256649557,0.7585,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5836328033471423,0.2812566664734837,0.3718497680590375,0.8525788525788527,0.7746150256649557,0.7585,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5743095345592192,0.2715823831754367,0.2823171519293737,0.8525788525788527,0.7746150256649557,0.7585,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6702762977661569,0.3322725988356153,0.6302335359175382,0.7245657245657244,0.7007481296758105,0.64,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4986307004996089,0.2646880735313453,0.186300830253338,0.7245657245657244,0.7007481296758105,0.64,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5669729787773877,0.2815687970037189,0.4166555628384344,0.7245657245657244,0.7007481296758105,0.64,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5192270045777384,0.27156220703354705,0.319798956454398,0.7245657245657244,0.7007481296758105,0.64,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4994417859126608,0.2646880735313453,0.186300830253338,0.7245657245657244,0.7007481296758105,0.64,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5695289977730352,0.26910317368365216,0.32279694671358544,0.7245657245657244,0.7007481296758105,0.64,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6784345333498241,0.3397717873631359,0.6350190255399765,0.6967066967066967,0.7011583011583012,0.613,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.547731830180804,0.2698955698086388,0.31616148808281797,0.6967066967066967,0.7011583011583012,0.613,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5650012059483451,0.2689052699076108,0.3976423262093906,0.6967066967066967,0.7011583011583012,0.613,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5272793484821922,0.2646880735313453,0.186300830253338,0.6967061967061967,0.7011583011583012,0.613,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5355274306068366,0.268848206792332,0.2740553074792163,0.6967066967066967,0.7011583011583012,0.613,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.518097720129024,0.2742608396791609,0.3299217825136941,0.6967066967066967,0.7011583011583012,0.613,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6488969724521839,0.3313111463319026,0.6267582494748711,0.6507726507726508,0.6782608695652174,0.556,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5091093385824853,0.2681518542296764,0.2730973890684329,0.6507726507726508,0.6782608695652174,0.556,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5714832548412413,0.28182792570869064,0.4139526995723799,0.6507726507726508,0.6782608695652174,0.556,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5455045687006257,0.2682727117882677,0.31588396919662504,0.6507726507726508,0.6782608695652174,0.556,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5349390994994996,0.2740966667497703,0.3626247216587237,0.6507726507726508,0.6782608695652174,0.556,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5592212445093422,0.2697743430033979,0.2706871812265709,0.6507726507726508,0.6782608695652174,0.556,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6456513177365861,0.32019629963863305,0.6208736842055396,0.6913326913326913,0.6843679880329095,0.578,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5063143102150958,0.26694682661023605,0.2309782647234535,0.6913316913316913,0.6843679880329095,0.578,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5469653050702387,0.2848527066486269,0.4165444331641646,0.6913326913326913,0.6843679880329095,0.578,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5621570614581737,0.2842128442188902,0.3757570952086569,0.6913316913316913,0.6843679880329095,0.578,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5044723450529838,0.2675844035342974,0.23173953832666566,0.6913316913316913,0.6843679880329095,0.578,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6174538771932992,0.2849930578969762,0.4911938870577569,0.6913316913316913,0.6843679880329095,0.578,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6109815419154228,0.31154892364066417,0.6061078638865359,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5366287907659669,0.2646880735313453,0.186300830253338,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5762443180791134,0.26922904026884303,0.393745562041102,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5226603785376432,0.2658884815405728,0.2286033181891171,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5409172299260879,0.2646880735313453,0.186300830253338,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5839677549592553,0.2646880735313453,0.186300830253338,0.6174456174456174,0.6727009413468501,0.5479999999999999,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6233332322107621,0.2936242669111456,0.4646878857991592,0.5695405695405695,0.6717398823936354,0.5255,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5214908879078339,0.2646880735313453,0.186300830253338,0.5695405695405695,0.6717398823936354,0.5255,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.555728248894242,0.26766592595361816,0.3079302211084969,0.5695405695405695,0.6717398823936354,0.5255,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5617286116717805,0.2671182620051969,0.3892812891299671,0.5695405695405695,0.6717398823936354,0.5255,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5385801711633038,0.26500116906007265,0.2273382468287945,0.5695405695405695,0.6717398823936354,0.5255,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5123815932328429,0.2646880735313453,0.186300830253338,0.5695405695405695,0.6717398823936354,0.5255,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5486714988336077,0.2646880735313453,0.186300830253338,0.5445505445505445,0.6664438502673797,0.501,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5406184934324626,0.265897456238745,0.2289687044502476,0.5445505445505445,0.6664438502673797,0.501,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5444259856815039,0.26475826463135504,0.2266061145202855,0.5445505445505445,0.6664438502673797,0.501,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.574685019220193,0.2666932474963702,0.2674803355666036,0.5445505445505445,0.6664438502673797,0.501,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5469187807549951,0.267785908962042,0.23135027079279435,0.5445505445505445,0.6664438502673797,0.501,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.561411072702854,0.2646880735313453,0.186300830253338,0.5445505445505445,0.6664438502673797,0.501,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.470595565834214,0.27374089034836363,0.2776566371934216,0.4450454450454451,0.6666666666666666,0.5005,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5601584241425931,0.2735661479883745,0.3587666249624353,0.4450454450454451,0.6666666666666666,0.5005,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4871944974754286,0.26540893394428056,0.22781043789581146,0.4450454450454451,0.6666666666666666,0.5005,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.542494478762682,0.2646880735313453,0.186300830253338,0.4450449450449451,0.6666666666666666,0.5005,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5495647199460553,0.273653555248657,0.3187310404401689,0.44504444504444507,0.6666666666666666,0.5005,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5404633673437422,0.2727817975114747,0.3205802264898881,0.4450454450454451,0.6666666666666666,0.5005,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5538278680956555,0.2841330103791748,0.4035129847883716,0.4128654128654129,0.6662220740246748,0.4995,benzene,CAM,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5252482508341929,0.2661573298552889,0.2299383809972464,0.4128654128654129,0.6662220740246748,0.4995,benzene,GradInput,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4517919680900561,0.26624919931610586,0.2288947673169325,0.4128654128654129,0.6662220740246748,0.4995,benzene,GradCAM-last,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.4836345829213619,0.2678526248103453,0.2314692987379352,0.4128654128654129,0.6662220740246748,0.4995,benzene,GradCAM-all,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.5262417098387385,0.2671353929440192,0.2313241522062277,0.4128654128654129,0.6662220740246748,0.4995,benzene,SmoothGrad(GradInput),gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,benzene,True,0.6378275638889388,0.29504327613593273,0.4228873557759264,0.4128654128654129,0.6662220740246748,0.4995,benzene,IG,gcn,,,,,,
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.21795720519283407,0.2827135324478149,0.9574992307795605,0.3920733933071969,0.8944449154985065,0.9847112537522952
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,0.29847591097927423,0.2440032809972763,0.9574992311887351,0.3920733914198601,0.8944449154985065,0.9847112280134191
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,0.12412057511750603,0.23120205104351044,0.9574992326548198,0.3920733846574794,0.8944625058879099,0.9847112360928104
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,0.13441523561473173,0.2913747429847717,0.9574992239699528,0.3920734247168148,0.8944449154985065,0.9847112947438438
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,0.3406842844839945,0.2653653919696808,0.9574992210517508,0.3920734381771509,0.8944449154985065,0.9847112506012228
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,0.07713418769718508,0.41460755467414856,0.9574992285311484,0.3920734036780973,0.8944625058879099,0.98471124572774
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.2089800902405941,0.21975339949131006,0.9120537193911734,0.5639981959262351,0.8448116731440989,0.9732233956146724
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,0.09917893325721973,0.22224898636341092,0.912053706890334,0.563998236010083,0.8448116731440989,0.9732233615147982
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,0.17029260983325012,0.27202102541923523,0.9120537207901848,0.5639981914403152,0.8448116731440989,0.9732234211371641
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,0.08302271934044322,0.31681132316589355,0.912053706996399,0.5639982356699861,0.8447950591818529,0.973223369395096
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,0.11840621021833332,0.22189004719257355,0.9120537028615228,0.5639982489284349,0.8448116731440989,0.9732234141767137
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,0.031691551713685664,0.3703402280807495,0.9120537106406208,0.5639982239848167,0.8448116731440989,0.9732234178401096
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.1011063434148695,0.2623007297515869,0.8039595309321406,0.8420576829238285,0.7457460654983651,0.9376747095222984
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,0.025759252741331798,0.20786145329475406,0.8039595236106251,0.8420576986479756,0.7457460654983651,0.937674741679001
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,-0.062022474215419926,0.2413135915994644,0.8039595372586061,0.8420576693367131,0.7457460654983651,0.9376746990851136
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,-0.07386937761078953,0.2485425472259521,0.8039595320505599,0.8420576805218407,0.7457460654983651,0.9376747391865266
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,0.018233083129209304,0.2268853634595871,0.8039595282254903,0.8420576887368009,0.7457607321138761,0.9376747063613012
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,-0.027968047829207875,0.26057398319244385,0.8039595452408752,0.8420576521934895,0.7457460654983651,0.9376747396374032
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.3036061182480549,0.2780088782310486,0.6827228800269326,1.0712438793098615,0.6431522388744675,0.8631420610133563
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,-0.14120431938412126,0.0498938225209713,0.6827229045829228,1.0712438378548477,0.6431269423203908,0.8631420490347136
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,0.08532699055618405,0.2457207888364792,0.6827228636102385,1.0712439070242503,0.6431395902243089,0.8631420524537293
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,0.127552276608016,0.2292267382144928,0.6827228740896651,1.0712438893330574,0.6431395902243089,0.8631419968370331
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,-0.13661998973469208,0.0618068017065525,0.6827228828081026,1.0712438746147368,0.6431522388744675,0.8631420521176719
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,-0.013651464727191687,0.2742549180984497,0.6827228740079219,1.0712438894710552,0.6431522388744675,0.8631420619615395
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.02844302666223145,0.06462447345256805,0.4235985340790969,1.4438813756237876,0.5059800333506176,0.7247074299509217
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,-0.10163719024220724,0.1214285045862198,0.4235985467624539,1.44388135973793,0.5059899840872844,0.7247074060655002
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,-0.0815861866523607,0.07244018465280533,0.4235985181292242,1.4438813956009435,0.5059800333506176,0.7247074005241563
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,-0.024506662609724356,0.11524544656276706,0.4235985285096685,1.4438813825994758,0.5059800333506176,0.7247074285541099
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,-0.11186308194248007,0.10785644501447678,0.4235985237094362,1.4438813886117492,0.5059800333506176,0.7247074066255653
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,-0.08048253308177496,0.20586545765399933,0.4235985411395454,1.4438813667806016,0.5059800333506176,0.7247074752476186
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.2689546668647871,0.09809358417987823,0.4573055912201074,1.401027467471726,0.5766386244320039,0.8138476419330832
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,-0.1263151589994323,0.11132041364908217,0.4573055768594582,1.401027486008552,0.5766386244320039,0.8138476972696467
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,0.22061900478582533,0.1903185248374939,0.4573055761658778,1.4010274869038306,0.5766386244320039,0.813847650938313
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-all,gcn,0.18024402545050897,0.22159960865974426,0.4573056030476053,1.401027452204709,0.5766613057553722,0.8138476637839256
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,SmoothGrad(GradInput),gcn,-0.1286451459758529,0.10225625336170197,0.4573055637591441,1.4010275029185288,0.5766499647591421,0.8138476025992303
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,IG,gcn,-0.1109872658514605,0.16755524277687073,0.4573055856874029,1.4010274746133795,0.5766386244320039,0.8138476447468409
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,CAM,gcn,0.20843896509945345,0.19780856370925906,0.4870478284610411,1.3620950434355164,0.5175568183398044,0.7572378673998114
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradInput,gcn,-0.12258141457936313,0.08175686001777649,0.4870478440287895,1.3620950227661888,0.5175466401312009,0.757237886983866
256,gcn,20,100,100,1e-05,0.0003,3,50,42,crippen,True,,,,,,,CrippenLogP,GradCAM-last,gcn,0.10092372461772577,0.2396754026412964,0.4870478428870653,1.3620950242820582,0.5175466401312009,0.757237842456973
